競馬場,競走年月日,レース番号,レース名,単勝組番,単勝払戻金（円）,単勝人気,複勝組番1,複勝払戻金1（円）,複勝人気1,複勝組番2,複勝払戻金2（円）,複勝人気2,複勝組番3,複勝払戻金3（円）,複勝人気3,枠複組番1,枠複組番2,枠複払戻金（円）,枠複人気,枠単組番1,枠単組番2,枠単払戻金（円）,枠単人気,馬複組番1,馬複組番2,馬複払戻金（円）,馬複人気1,馬単組番1,馬単組番2,馬単払戻金（円）,馬単人気1,ワイド組番1馬番1,ワイド組番1馬番2,ワイド払戻金1（円）,ワイド人気1,ワイド組番2馬番1,ワイド組番2馬番2,ワイド払戻金2（円）,ワイド人気2,ワイド組番3馬番1,ワイド組番3馬番2,ワイド払戻金3（円）,ワイド人気3,３連複組番馬番1,３連複組番馬番2,３連複組番馬番3,３連複払戻金（円）,３連複人気,３連単組番馬番1,３連単組番馬番2,３連単組番馬番3,３連単払戻金（円）,３連単人気
大井,20260518,7,"Ｃ２十一 十二 十三",3,620,2,3,120,2,7,100,1,11,160,5,3,5,190,1,3,5,1160,5,3,7,230,1,3,7,1480,5,3,7,160,1,3,11,770,9,7,11,330,4,3,7,11,1010,4,3,7,11,9160,22
大井,20260518,8,"アフター・ディナー賞Ｃ１八 九",5,1570,6,5,340,6,9,170,3,7,140,1,4,6,690,3,4,6,1530,4,5,9,3940,15,5,9,10630,34,5,9,1320,17,5,7,760,9,7,9,340,2,5,7,9,3410,11,5,9,7,47660,147
大井,20260518,9,東京ダービーチャレンジ３歳選抜馬オープン,3,160,1,3,140,1,5,410,5,,,,,,,,,,,,3,5,1930,5,3,5,1960,6,3,5,380,6,3,4,230,2,4,5,900,11,3,4,5,1800,6,3,5,4,6790,22
大井,20260518,10,"Ｃ１八 九",3,4740,8,3,820,8,4,270,6,6,180,3,3,4,18960,24,3,4,30840,43,3,4,15820,28,3,4,39880,57,3,4,2990,27,3,6,2290,23,4,6,500,7,3,4,6,14370,47,3,4,6,230890,343
大井,20260518,11,赤坂賞Ｂ３一選抜特別,2,1610,6,2,380,6,10,130,1,9,200,3,2,8,1860,4,2,8,4810,20,2,10,2480,9,2,10,5830,20,2,10,1050,12,2,9,1430,22,9,10,410,3,2,9,10,4740,17,2,10,9,31820,104
大井,20260518,12,クレマチス特別Ｃ１選抜牝馬,7,840,5,7,230,6,4,180,1,6,210,3,3,4,460,1,4,3,1130,2,4,7,1580,3,7,4,5460,22,4,7,660,5,6,7,1310,20,4,6,630,3,4,6,7,4490,10,7,4,6,30240,71
大井,20260519,1,"Ｃ３四 五 六",5,440,2,5,150,1,14,1530,13,6,620,10,4,8,3730,17,4,8,5280,25,5,14,10490,32,5,14,16490,51,5,14,4390,43,5,6,2070,22,6,14,21640,75,5,6,14,104520,197,5,14,6,420750,865
大井,20260519,2,"Ｃ３四 五 六",1,670,4,1,220,5,10,140,2,6,140,1,1,7,1530,10,1,7,4550,22,1,10,1900,10,1,10,4740,20,1,10,510,8,1,6,370,4,6,10,270,1,1,6,10,1860,5,1,10,6,13620,53
大井,20260519,3,"Ｃ３四 五 六",8,1200,5,8,260,5,2,150,3,1,140,2,2,6,690,2,6,2,1310,6,2,8,2470,8,8,2,4030,16,2,8,670,8,1,8,600,7,1,2,310,2,1,2,8,1820,4,8,2,1,20500,65
大井,20260519,4,"Ｃ２九 十",7,160,1,7,120,1,4,240,5,6,680,8,4,7,400,1,7,4,590,3,4,7,440,2,7,4,680,3,4,7,330,4,6,7,1030,13,4,6,3230,24,4,6,7,7680,24,7,4,6,13840,47
大井,20260519,5,"Ｃ２九 十",1,110,1,1,100,1,5,110,2,13,290,5,1,4,170,1,1,4,210,1,1,5,150,1,1,5,220,1,1,5,130,1,1,13,460,5,5,13,840,10,1,5,13,1110,3,1,5,13,1920,4
大井,20260519,6,"Ｃ１五 六 七",8,530,3,8,180,2,1,370,7,14,140,1,1,5,840,2,5,1,1900,6,1,8,2280,11,8,1,4220,18,1,8,880,12,8,14,380,2,1,14,830,11,1,8,14,2620,5,8,1,14,17950,42
大井,20260519,7,"Ｃ１五 六 七",2,730,5,2,310,4,4,800,9,10,4500,10,2,4,14880,26,2,4,20170,48,2,4,13950,30,2,4,19680,57,2,4,2920,28,2,10,20550,41,4,10,21440,42,2,4,10,308640,117,2,4,10,1219420,608
大井,20260519,8,"ポート・フリップ賞Ｃ１五 六 七",8,160,1,8,100,2,3,100,1,7,160,4,3,8,120,1,8,3,220,2,3,8,120,1,8,3,190,1,3,8,100,1,7,8,260,4,3,7,230,2,3,7,8,330,1,8,3,7,670,1
大井,20260519,9,ＪＡいちかわ賞Ｃ２二,7,790,4,7,230,4,3,150,1,9,380,7,3,5,960,2,5,3,2210,8,3,7,940,2,7,3,2300,6,3,7,350,2,7,9,1820,26,3,9,1080,15,3,7,9,5880,22,7,3,9,27610,95
大井,20260519,10,優駿スプリントトライアル３歳選抜馬オープン,8,630,3,8,190,4,9,180,3,1,110,1,6,6,3910,10,6,6,4580,12,8,9,3760,11,8,9,7420,17,8,9,780,9,1,8,260,2,1,9,270,3,1,8,9,1300,4,8,9,1,18950,56
大井,20260519,11,エメラルド賞Ａ２一選抜特別,4,280,1,4,130,1,7,180,5,1,150,3,4,7,1650,9,4,7,2740,15,4,7,1630,8,4,7,2700,12,4,7,400,5,1,4,360,3,1,7,480,7,1,4,7,2270,10,4,7,1,11020,40
大井,20260519,12,紀伊国坂賞Ｂ３五選抜特別,15,1260,5,15,570,9,16,230,3,3,2070,13,8,8,3220,16,8,8,2890,12,15,16,3290,15,15,16,6950,29,15,16,1180,14,3,15,33820,102,3,16,21180,91,3,15,16,118190,219,15,16,3,440720,899
大井,20260520,1,"Ｃ３一 二 三",9,140,1,9,110,1,1,200,3,7,560,8,1,6,610,3,6,1,1040,4,1,9,570,2,9,1,920,2,1,9,280,2,7,9,640,8,1,7,2060,21,1,7,9,3650,13,9,1,7,9020,22
大井,20260520,2,"Ｃ３一 二 三",2,190,1,2,120,1,1,310,8,5,170,2,1,2,2210,8,2,1,2790,11,1,2,1960,7,2,1,2890,12,1,2,550,7,2,5,350,3,1,5,1420,22,1,2,5,3170,14,2,1,5,15360,50
大井,20260520,3,"Ｃ３一 二 三",2,160,1,2,110,1,3,1210,11,5,200,3,2,3,1060,5,2,3,1470,6,2,3,2800,8,2,3,4220,12,2,3,1260,15,2,5,290,2,3,5,3480,32,2,3,5,4740,16,2,3,5,18240,56
大井,20260520,4,"３歳九 十",8,470,2,8,170,3,3,170,2,13,960,12,3,5,500,1,5,3,1270,3,3,8,690,2,8,3,1710,3,3,8,320,1,8,13,3710,40,3,13,3070,36,3,8,13,14630,52,8,3,13,65570,216
大井,20260520,5,"３歳九 十",4,1330,3,4,180,3,5,100,1,8,250,5,4,5,340,2,4,5,3820,8,4,5,370,2,4,5,3300,9,4,5,240,2,4,8,1260,15,5,8,300,4,4,5,8,1710,5,4,5,8,21480,59
大井,20260520,6,"Ｃ２六 七 八",2,320,2,2,120,1,3,190,4,1,120,2,2,3,1430,5,2,3,2110,7,2,3,1140,5,2,3,2450,8,2,3,440,5,1,2,180,1,1,3,390,4,1,2,3,960,2,2,3,1,6550,13
大井,20260520,7,Ｂ１二,4,2430,6,4,150,3,9,100,1,7,130,2,4,8,390,3,4,8,4120,11,4,9,580,3,4,9,4070,10,4,9,190,2,4,7,470,7,7,9,130,1,4,7,9,640,2,4,9,7,16710,47
大井,20260520,8,"ロバート・バーンズ賞Ｃ２六 七 八",10,1590,7,10,400,7,11,240,5,6,240,6,8,8,2620,14,8,8,2990,18,10,11,2970,16,10,11,8320,38,10,11,890,17,6,10,1350,21,6,11,1230,20,6,10,11,9280,37,10,11,6,63350,223
大井,20260520,9,りょうけん座特別Ｃ１一選抜,15,1460,7,15,360,5,3,240,3,13,290,4,2,8,2300,11,8,2,4870,19,3,15,3980,16,15,3,10250,32,3,15,1210,15,13,15,1310,17,3,13,910,10,3,13,15,9270,32,15,3,13,86720,257
大井,20260520,10,"ポートサイド賞Ｃ２六 七 八",6,830,4,6,300,5,10,1780,10,5,590,7,5,7,2030,12,5,7,3610,20,6,10,31830,41,6,10,53170,80,6,10,6330,41,5,6,1770,17,5,10,11910,56,5,6,10,124120,146,6,10,5,1152470,906
大井,20260520,11,"第７１回 大井記念４上オープン重賞",15,430,3,15,330,5,11,2170,12,2,320,4,6,8,2160,9,8,6,2930,12,11,15,33810,45,15,11,41900,78,11,15,7430,46,2,15,1070,15,2,11,14530,61,2,11,15,83350,139,15,11,2,428380,684
大井,20260520,12,レグルス賞Ｂ２二選抜特別,1,590,3,1,190,2,10,120,1,12,620,9,1,6,560,3,1,6,1450,6,1,10,600,2,1,10,1430,4,1,10,200,1,1,12,2370,25,10,12,1350,15,1,10,12,6530,22,1,10,12,28590,88
大井,20260521,1,"３歳六 七 八",3,170,1,3,120,2,6,100,1,9,340,7,3,6,180,1,3,6,270,1,3,6,180,1,3,6,340,1,3,6,120,1,3,9,520,6,6,9,700,11,3,6,9,990,4,3,6,9,2120,3
大井,20260521,2,"３歳六 七 八",6,180,1,6,100,1,4,140,2,1,140,3,3,4,340,1,4,3,610,1,4,6,370,1,6,4,680,2,4,6,200,1,1,6,220,2,1,4,460,4,1,4,6,770,1,6,4,1,2150,1
大井,20260521,3,"３歳六 七 八",3,380,2,3,150,1,6,190,4,10,180,3,2,3,1260,6,2,3,1970,5,3,6,1840,6,3,6,2950,6,3,6,670,6,3,10,360,1,6,10,720,7,3,6,10,2320,2,3,6,10,11570,12
大井,20260521,4,３歳選抜牝馬,13,240,1,13,120,1,3,130,3,5,130,2,3,8,670,3,8,3,1130,3,3,13,720,2,13,3,1410,3,3,13,270,2,5,13,210,1,3,5,280,3,3,5,13,840,1,13,3,5,5150,6
大井,20260521,5,"Ｃ１二 三 四",5,270,1,5,130,1,4,150,2,10,220,5,3,4,340,1,4,3,650,1,4,5,440,1,5,4,760,1,4,5,210,1,5,10,430,4,4,10,460,5,4,5,10,1000,2,5,4,10,4480,3
大井,20260521,6,"Ｃ１二 三 四",4,160,1,4,110,1,8,170,3,3,270,6,4,6,490,2,4,6,680,2,4,8,730,3,4,8,980,2,4,8,270,2,3,4,340,4,3,8,980,11,3,4,8,1720,7,4,8,3,5430,12
大井,20260521,7,"Ｃ１二 三 四",9,520,3,9,140,3,11,110,1,6,110,2,7,8,490,2,7,8,950,5,9,11,470,2,9,11,890,4,9,11,170,2,6,9,210,3,6,11,140,1,6,9,11,280,1,9,11,6,2330,5
大井,20260521,8,ジン・トニック賞Ｂ２三,7,200,1,7,100,1,10,110,2,9,130,3,7,8,180,1,7,8,270,1,7,10,270,1,7,10,450,1,7,10,150,1,7,9,190,2,9,10,240,3,7,9,10,360,1,7,10,9,1220,1
大井,20260521,9,白百合特別Ｃ２選抜牝馬,4,180,1,4,130,1,3,230,3,11,250,5,3,3,550,2,3,3,560,2,3,4,520,2,4,3,770,2,3,4,290,2,4,11,560,8,3,11,1620,18,3,4,11,3560,9,4,3,11,6970,21
大井,20260521,10,丸の内坂賞Ｂ３四選抜特別,7,180,1,7,130,1,8,230,4,1,770,9,4,4,760,3,4,4,720,4,7,8,810,3,7,8,1220,5,7,8,450,3,1,7,1550,13,1,8,5980,41,1,7,8,9660,25,7,8,1,21100,58
大井,20260521,11,’２６メトロポリタンメイカップＡ２Ｂ１選定馬準重賞,13,630,2,13,230,2,11,290,5,4,410,6,7,8,280,1,8,7,850,4,11,13,3390,10,13,11,6230,15,11,13,1040,11,4,13,1160,13,4,11,1730,18,4,11,13,10340,33,13,11,4,44930,128
大井,20260521,12,桂坂賞Ｂ３二選抜特別,2,280,1,2,120,1,13,130,3,10,130,2,2,8,720,3,2,8,1410,6,2,13,650,3,2,13,1370,6,2,13,280,3,2,10,200,1,10,13,240,2,2,10,13,630,1,2,13,10,3810,6
大井,20260522,1,"３歳四 五",2,220,1,2,160,2,10,330,5,3,380,6,2,7,1130,7,2,7,1090,3,2,10,1540,5,2,10,1730,6,2,10,640,5,2,3,540,4,3,10,1770,20,2,3,10,3450,10,2,10,3,10650,26
大井,20260522,2,"３歳四 五",12,210,2,12,140,2,5,110,1,13,320,6,3,7,270,1,7,3,490,1,5,12,350,1,12,5,610,1,5,12,210,1,12,13,720,9,5,13,530,6,5,12,13,1550,3,12,5,13,3790,5
大井,20260522,3,"３歳一 二 三",10,470,3,10,250,3,11,280,5,9,1050,9,7,8,1340,8,7,8,2550,16,10,11,2410,11,10,11,3550,17,10,11,730,10,9,10,2700,24,9,11,4250,30,9,10,11,20520,52,10,11,9,57810,172
大井,20260522,4,"３歳一 二 三",3,130,1,3,110,1,11,230,4,4,870,10,2,6,630,2,2,6,640,2,3,11,610,3,3,11,590,2,3,11,230,2,3,4,1520,13,4,11,5800,37,3,4,11,5550,19,3,11,4,10240,29
大井,20260522,5,"Ｃ２三 四 五",6,720,3,6,120,3,9,110,1,8,110,2,6,7,300,2,6,7,1110,5,6,9,610,3,6,9,1530,5,6,9,180,2,6,8,220,3,8,9,130,1,6,8,9,330,1,6,9,8,3940,9
大井,20260522,6,"Ｃ２三 四 五",11,480,2,11,200,3,7,490,7,9,180,2,6,8,2150,7,8,6,4270,12,7,11,5970,17,11,7,10670,26,7,11,1560,15,9,11,530,6,7,9,1400,12,7,9,11,6640,21,11,7,9,44130,112
大井,20260522,7,プレアデス賞Ｂ２Ｂ３選抜牝馬特別,3,900,6,3,520,6,6,150,1,9,1070,8,3,6,2650,11,3,6,4610,26,3,6,2760,9,3,6,3860,26,3,6,1000,11,3,9,8620,33,6,9,2470,20,3,6,9,31970,53,3,6,9,121090,301
大井,20260522,7,プレアデス賞Ｂ２Ｂ３選抜牝馬特別,6,150,1,,,,,,,,,,,,,,6,3,1610,15,,,,,6,3,1760,14,,,,,,,,,,,,,,,,,,6,3,9,46560,197
大井,20260522,8,"ヘルメス賞Ｃ２三 四 五",11,1560,7,11,480,7,5,310,5,7,200,4,4,7,1730,8,7,4,4680,23,5,11,4960,22,11,5,13150,51,5,11,1700,22,7,11,990,12,5,7,820,9,5,7,11,8690,33,11,5,7,91830,313
大井,20260522,9,うしかい座特別Ｃ２一選抜,10,170,1,10,100,1,8,170,4,9,380,6,7,8,420,3,8,7,650,2,8,10,490,3,10,8,650,3,8,10,250,2,9,10,590,9,8,9,1400,17,8,9,10,2980,11,10,8,9,6470,21
大井,20260522,10,"牡丹特別３歳一 二 三選抜",8,110,1,8,100,1,4,160,3,6,290,6,4,8,540,2,8,4,670,2,4,8,500,3,8,4,650,2,4,8,250,3,6,8,520,7,4,6,1560,13,4,6,8,2510,8,8,4,6,4280,15
大井,20260522,11,サンケイスポーツ賞Ｂ１一Ｂ２一選抜特別,9,690,2,9,130,2,11,160,3,6,100,1,7,8,1230,5,7,8,2840,10,9,11,3600,10,9,11,6000,14,9,11,610,8,6,9,190,1,6,11,220,2,6,9,11,870,1,9,11,6,12270,41
大井,20260522,12,錦華坂賞Ｂ３三選抜特別,3,160,1,3,110,1,13,420,9,6,330,5,2,7,720,3,2,7,910,3,3,13,1750,6,3,13,1920,6,3,13,760,7,3,6,610,5,6,13,3500,35,3,6,13,9230,28,3,13,6,27470,79
川崎,20260511,1,３歳６,8,150,1,8,100,1,5,100,2,1,860,12,5,6,160,1,6,5,250,1,5,8,140,1,8,5,230,1,5,8,120,1,1,8,1850,21,1,5,1400,18,1,5,8,3220,10,8,5,1,6910,20
川崎,20260511,2,３歳５,3,1200,5,3,350,5,5,240,3,4,940,9,3,5,2800,12,3,5,6640,23,3,5,2590,10,3,5,6250,21,3,5,900,10,3,4,3540,30,4,5,2260,22,3,4,5,20210,49,3,5,4,107330,242
川崎,20260511,3,リュフトヒエン賞３歳未格付選定馬,10,320,2,10,110,1,1,110,2,4,190,5,1,7,150,1,7,1,500,2,1,10,160,1,10,1,440,2,1,10,120,1,4,10,440,5,1,4,310,3,1,4,10,660,1,10,1,4,2680,7
川崎,20260511,4,Ｃ３五,9,210,1,9,150,2,12,180,3,5,380,6,7,8,880,4,7,8,1260,4,9,12,1360,4,9,12,2220,8,9,12,480,4,5,9,930,12,5,12,990,14,5,9,12,6500,20,9,12,5,18430,54
川崎,20260511,5,ブリーズ賞３歳４,3,620,4,3,220,6,4,210,5,7,180,1,3,4,1750,10,3,4,4460,26,3,4,1900,8,3,4,4060,20,3,4,890,14,3,7,550,5,4,7,480,4,3,4,7,3440,10,3,4,7,19450,47
川崎,20260511,6,スペアミント賞Ｃ３選定馬,1,140,1,1,110,1,2,250,6,3,140,3,1,2,2400,10,1,2,1690,6,1,2,1630,7,1,2,2030,9,1,2,620,8,1,3,240,2,2,3,2240,21,1,2,3,3390,14,1,2,3,10370,37
川崎,20260511,7,雷響（らいきょう）賞Ｃ２選定馬,1,340,2,1,120,2,2,130,3,10,110,1,1,2,870,4,1,2,1710,6,1,2,740,4,1,2,1560,6,1,2,270,4,1,10,220,1,2,10,250,2,1,2,10,650,1,1,2,10,4710,12
川崎,20260511,8,"Ｃ２一 二",3,490,2,3,160,3,7,130,1,1,520,6,3,7,360,2,3,7,880,5,3,7,430,1,3,7,1090,3,3,7,230,1,1,3,1700,16,1,7,1020,11,1,3,7,3280,11,3,7,1,19760,62
川崎,20260511,9,"Ｃ２一 二",9,330,2,9,130,2,3,130,1,8,150,3,3,8,340,1,8,3,650,1,3,9,450,1,9,3,1110,2,3,9,260,3,8,9,260,2,3,8,230,1,3,8,9,900,1,9,3,8,3880,2
川崎,20260511,10,不如帰（ほととぎす）特別３歳１,5,220,1,5,120,1,6,150,2,,,,,,,,,,,,5,6,290,1,5,6,530,2,5,6,200,2,1,5,400,7,1,6,680,11,1,5,6,1700,8,5,6,1,5530,21
川崎,20260511,11,草笛（くさぶえ）特別Ｂ２二,4,5310,12,4,990,11,10,350,6,3,200,3,3,6,1530,9,3,6,3380,18,4,10,19440,44,4,10,42480,88,4,10,4430,45,3,4,3450,39,3,10,780,8,3,4,10,23940,82,4,10,3,218320,591
川崎,20260511,12,青玉（せいぎょく）賞Ｃ１選定馬,5,140,1,5,100,1,12,130,2,11,130,3,5,8,190,1,5,8,250,1,5,12,480,2,5,12,540,2,5,12,210,2,5,11,160,1,11,12,350,4,5,11,12,510,1,5,12,11,1430,2
川崎,20260512,1,３歳７,2,160,1,2,120,1,7,180,4,4,160,3,2,6,420,1,2,6,620,1,2,7,790,3,2,7,790,2,2,7,320,3,2,4,270,1,4,7,500,7,2,4,7,1260,1,2,7,4,4320,5
川崎,20260512,2,"Ｃ３三 四",9,250,2,9,110,1,4,340,6,8,190,3,4,8,2010,6,8,4,2550,8,4,9,2810,11,9,4,3410,14,4,9,800,10,8,9,320,2,4,8,1710,17,4,8,9,3960,12,9,4,8,16400,52
川崎,20260512,3,大瑠璃（おおるり）賞３歳２,5,10180,9,5,1310,9,8,240,4,4,640,7,5,8,10080,20,5,8,36030,43,5,8,16010,28,5,8,52310,62,5,8,4100,30,4,5,12410,35,4,8,1890,20,4,5,8,84150,77,5,8,4,1056840,480
川崎,20260512,4,"Ｃ２三 四",3,200,1,3,130,1,6,250,4,7,3450,12,3,5,1510,6,3,5,1740,7,3,6,1470,5,3,6,2120,7,3,6,510,5,3,7,7640,39,6,7,21390,54,3,6,7,58970,86,3,6,7,253030,410
川崎,20260512,5,雷動（らいどう）賞Ｃ２選定馬,8,380,3,8,130,3,4,110,1,11,120,2,4,6,430,1,6,4,1100,4,4,8,620,2,8,4,1170,3,4,8,310,3,8,11,240,1,4,11,250,2,4,8,11,960,1,8,4,11,7040,14
川崎,20260512,6,メイフラワー賞３歳未格付・ＪＲＡ選定牝馬,5,260,2,5,110,2,3,150,3,9,110,1,3,5,760,3,5,3,1430,6,3,5,1030,5,5,3,1440,6,3,5,320,5,5,9,160,1,3,9,280,2,3,5,9,680,1,5,3,9,4790,8
川崎,20260512,7,"Ｃ２三 四",4,650,3,4,170,3,1,850,9,5,130,1,1,4,11530,20,4,1,21020,36,1,4,11020,25,4,1,18260,40,1,4,2860,29,4,5,260,2,1,5,1930,20,1,4,5,5850,18,4,1,5,58120,163
川崎,20260512,8,エメラルドフラワー賞３歳未格付選定馬ＪＲＡ選定馬,5,390,2,5,190,2,4,350,6,3,410,7,4,5,1520,7,5,4,2190,8,4,5,3020,15,5,4,4970,20,4,5,880,13,3,5,740,10,3,4,1820,24,3,4,5,9910,38,5,4,3,38770,145
川崎,20260512,9,クラセアルタ賞Ｃ１選定馬１,5,790,4,5,170,4,7,100,1,3,150,3,,,,,,,,,5,7,640,3,5,7,1940,8,5,7,240,2,3,5,550,9,3,7,260,3,3,5,7,1130,3,5,7,3,10090,40
川崎,20260512,10,"青葉空（あおばぞら）特別Ｂ３一 二 三",2,240,1,2,110,1,4,130,2,14,140,3,2,3,360,1,2,3,720,1,2,4,410,1,2,4,750,1,2,4,210,1,2,14,260,2,4,14,340,4,2,4,14,740,1,2,4,14,2590,1
川崎,20260512,11,スパーキングスプリントチャレンジ（川崎スパーキングスプリントＴＲ）４歳上オープン,9,440,2,9,150,2,5,110,1,11,290,7,5,7,270,1,7,5,560,2,5,9,520,1,9,5,1280,2,5,9,230,1,9,11,940,13,5,11,600,7,5,9,11,2250,5,9,5,11,10630,20
川崎,20260512,12,イーリス賞Ｃ１選定馬,4,330,2,4,150,2,6,250,6,11,140,1,3,4,1920,11,3,4,3330,15,4,6,1860,9,4,6,3270,16,4,6,610,8,4,11,300,1,6,11,620,9,4,6,11,2120,7,4,6,11,13340,43
川崎,20260513,1,"Ｃ３三 四",4,150,1,4,100,1,7,200,5,1,110,2,4,6,1620,6,4,6,1870,6,4,7,1750,5,4,7,2830,8,4,7,470,7,1,4,130,1,1,7,840,11,1,4,7,1530,5,4,7,1,8130,25
川崎,20260513,2,ブレッザ賞３歳未格付選定馬,9,220,1,9,110,1,5,200,4,1,110,2,5,7,1080,3,7,5,1980,8,5,9,1220,3,9,5,1750,5,5,9,490,4,1,9,160,1,1,5,570,7,1,5,9,1140,3,9,5,1,6030,12
川崎,20260513,3,アウラー賞３歳３,5,390,2,5,170,2,11,890,8,12,1800,12,4,7,6010,13,4,7,8980,22,5,11,8370,19,5,11,13360,26,5,11,1690,16,5,12,4010,30,11,12,16740,58,5,11,12,141000,142,5,11,12,450370,489
川崎,20260513,4,Ｃ２七,4,550,3,4,210,4,12,130,2,3,200,3,4,8,570,2,4,8,1660,6,4,12,630,3,4,12,1860,6,4,12,310,3,3,4,530,6,3,12,360,4,3,4,12,1310,3,4,12,3,9330,25
川崎,20260513,5,レッドカーペット賞Ｃ２選定馬１,4,140,1,4,100,1,5,140,2,2,140,3,4,5,250,1,4,5,270,1,4,5,260,1,4,5,440,1,4,5,190,2,2,4,220,3,2,5,620,9,2,4,5,780,2,4,5,2,1950,3
川崎,20260513,6,ワルキューレ賞Ｃ２選定馬,9,4120,8,9,590,7,5,230,4,8,150,1,4,6,5320,17,6,4,11200,35,5,9,13600,34,9,5,26390,63,5,9,3720,36,8,9,1710,17,5,8,510,5,5,8,9,11600,36,9,5,8,143920,376
川崎,20260513,7,紫丁香花（らいらっく）賞Ｃ１三,4,360,2,4,130,2,8,110,1,2,250,6,4,6,240,1,4,6,680,3,4,8,290,1,4,8,830,4,4,8,170,1,2,4,680,10,2,8,380,4,2,4,8,1140,3,4,8,2,4570,13
川崎,20260513,8,オプレンシア賞Ｃ１選定馬２,7,1280,6,7,380,6,10,280,5,2,430,7,7,8,1230,7,7,8,3230,16,7,10,2560,12,7,10,6790,31,7,10,1000,14,2,7,1960,28,2,10,1820,26,2,7,10,13890,52,7,10,2,74540,271
川崎,20260513,9,明鏡止水（めいきょうしすい）賞Ｂ３選定馬,6,1080,6,6,290,5,3,150,2,5,330,6,3,5,760,3,5,3,1690,8,3,6,1670,9,6,3,3910,18,3,6,660,8,5,6,1170,18,3,5,680,9,3,5,6,3680,14,6,3,5,27230,102
川崎,20260513,10,"新緑（しんりょく）特別Ｂ３一 二 三",7,210,1,7,140,1,4,710,9,9,350,7,4,5,2220,10,5,4,3930,17,4,7,3720,16,7,4,4520,16,4,7,1200,16,7,9,710,6,4,9,3590,34,4,7,9,13760,51,7,4,9,59710,205
川崎,20260513,11,"第７２回 エンプレス杯キヨフジ記念【指定交流】JpnII４歳上牝馬オープン",1,320,2,1,110,2,6,100,1,8,270,6,,,,,,,,,1,6,250,1,1,6,590,3,1,6,130,1,1,8,610,10,6,8,500,8,1,6,8,1380,6,1,6,8,5190,22
川崎,20260513,12,２０２６川崎ジョッキーズカップ第２戦Ｃ３選定馬,2,410,1,2,150,1,9,160,2,8,200,4,2,6,930,4,2,6,1810,7,2,9,830,1,2,9,1540,1,2,9,380,1,2,8,710,9,8,9,590,5,2,8,9,2350,4,2,9,8,8680,6
川崎,20260514,1,３歳８,3,380,2,3,190,4,5,240,6,8,100,1,,,,,,,,,3,5,2850,10,3,5,4900,15,3,5,770,12,3,8,220,3,5,8,310,5,3,5,8,1150,5,3,5,8,11880,38
川崎,20260514,2,イヌワシ賞Ｃ３選定馬,3,1780,6,3,350,7,4,230,3,12,240,5,3,4,4710,19,3,4,10510,40,3,4,3580,15,3,4,10130,39,3,4,1270,16,3,12,1700,24,4,12,740,10,3,4,12,6620,27,3,4,12,60410,218
川崎,20260514,3,フローラ賞Ｃ２Ｃ３選定馬,14,240,1,14,120,1,4,150,2,3,270,6,3,8,500,1,8,3,850,1,4,14,620,1,14,4,1240,1,4,14,250,1,3,14,740,7,3,4,790,8,3,4,14,2400,4,14,4,3,8430,9
川崎,20260514,4,"Ｃ２五 六",5,1100,3,5,170,3,2,100,1,7,370,6,2,5,680,2,5,2,3560,9,2,5,690,2,5,2,3070,9,2,5,320,2,5,7,1720,16,2,7,710,8,2,5,7,2810,8,5,2,7,24150,66
川崎,20260514,5,"Ｃ２五 六",9,140,1,9,120,1,2,330,5,11,910,9,2,7,1530,5,7,2,1660,7,2,9,1840,5,9,2,2450,8,2,9,860,9,9,11,1660,16,2,11,14020,48,2,9,11,24890,50,9,2,11,43380,117
川崎,20260514,6,パティオ賞Ｃ２選定馬２,4,7380,7,4,660,7,5,110,1,1,190,4,4,5,3560,12,4,5,20800,42,4,5,4300,13,4,5,17130,32,4,5,1440,14,1,4,2800,24,1,5,370,4,1,4,5,6580,20,4,5,1,95620,210
川崎,20260514,7,紅玉（こうぎょく）賞Ｃ１選定馬,1,180,1,1,110,1,5,130,3,10,350,6,1,5,190,1,1,5,280,1,1,5,360,2,1,5,580,2,1,5,220,2,1,10,480,5,5,10,880,13,1,5,10,2240,7,1,5,10,4960,14
川崎,20260514,8,カサブランカオープン【牝馬限定】３歳牝馬オー,1,150,1,1,120,1,6,160,3,,,,,,,,,,,,1,6,390,2,1,6,480,2,1,6,180,2,1,5,380,7,5,6,810,10,1,5,6,1680,6,1,6,5,3180,12
川崎,20260514,9,レイノ賞Ｃ１選定馬,1,740,4,1,220,3,11,990,9,4,2460,11,1,7,820,2,1,7,1420,5,1,11,9520,23,1,11,14460,39,1,11,2400,23,1,4,5840,41,4,11,18050,61,1,4,11,151460,161,1,11,4,587490,756
川崎,20260514,10,紫電一閃（しでんいっせん）賞Ｂ２選定馬,2,700,2,2,170,3,9,130,1,1,1610,12,2,7,270,1,2,7,990,2,2,9,290,1,2,9,1110,3,2,9,180,1,1,2,3070,29,1,9,1890,21,1,2,9,3880,13,2,9,1,19640,60
川崎,20260514,11,神奈川・横浜ＤＣ記念　カナウネ　ハマルネ賞Ａ２Ｂ１一,2,150,1,2,100,1,3,120,2,6,160,3,2,3,230,1,2,3,440,2,2,3,260,1,2,3,400,1,2,3,150,1,2,6,180,2,3,6,410,5,2,3,6,490,1,2,3,6,1440,1
